id,firstName,lastName,birthDate,party,represents,profileText
W000816,Roger,Williams,1949-09-13,Republican,TX,"A Representative from Texas; born in Evanston, Cook County, Ill., September 13, 1949; graduated from Arlington Heights High School, Fort Worth, Tex.; B.A., Texas Christian University, Fort Worth, Tex., 1972; professional athlete, 1971-1973; professional baseball coach; baseball coach, Texas Christian University, Fort Worth, Tx., 1974-1976; small business owner; Texas secretary of state, 2005-2007; elected as a Republican to the One Hundred Thirteenth and to the four succeeding Congresses (January 3, 2013-present)."
B001248,Michael,Burgess,1950-12-23,Republican,TX,"a Representative from Texas; born in Rochester, Olmsted County, Minn., December 23, 1950; graduated from Selwyn College Preparatory School, Denton, Tex., 1968; B.S., North Texas State University, Denton, Tex., 1972; M.S., North Texas State University, Denton, Tex., 1974; M.D., University of Texas Medical School, Houston, Tex., 1977; M.S., University of Texas, Dallas, Tex., 2000; physician; elected as a Republican to the One Hundred Eighth and to the nine succeeding Congresses (January 3, 2003-present)."
S001219,Joseph,Sempolinski,1983-02-10,Republican,NY,"a Representative from New York; born in Elmira, Chemung County, N.Y., February 10, 1983; graduated from Corning-Painted Post West High School, Corning, N.Y., 2001; B.A., Georgetown University, Washington, D.C., 2005; attended, Yale University, New Haven, Conn., 2009; staff, Archbishop Walsh Academy, Olean, NY; consultant; campaign manager; staff, United States Representative Thomas W. Reed II, 2010-2017; staff, New York state representative Joseph Giglio, 2022; elected as a Republican to the One Hundred Seventeenth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Thomas W. Reed II (August 23, 2022 &ndash; present)."
J000301,Dustin,Johnson,1976-09-30,Republican,SD,"A Representative from South Dakota; born in Pierre, Hughes County, S.Dak., September 30, 1976; graduated from T.F. Riggs High School, Pierre, S.Dak., 1995; B.A., University of South Dakota, Vermillion, S.Dak., 1999; M.P.A., University of Kansas, Lawrence, Kans., 2002; staff, Governor Mike Rounds of South Dakota; member of the South Dakota public utilities commission, 2004-2011; staff, Governor Dennis Daugaard of South Dakota, 2011-2014; business executive; elected as a Republican to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
C001125,Troy,CARTER,1963-10-26,Democrat,LA,"a Representative from Louisiana; born in New Orleans, Orleans Parish, La., October 26, 1963; graduated from O. Walker Perry High School, New Orleans, La.; B.A., Xavier University, New Orleans, La., 1986; attended Carnegie Mellon University, Pittsburgh, Pa.; entrepreneur; business consultant; member of the Louisiana state house of representatives, 1992-1994; member of the New Orleans, La., city council, 1994-2002; unsuccessful candidate for nomination for Mayor of New Orleans, La., in 2002; unsuccessful candidate for nomination to the One Hundred Tenth Congress in 2006; unsuccessful candidate for nomination to the One Hundred Eleventh Congress in 2008; member of the Louisiana state senate, 2016-2021; elected as a Democrat to the One Hundred Seventeenth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Cedric Richmond (April 24, 2021-present)."
U000040,Lauren,Underwood,1986-10-04,Democrat,IL,"A Representative from Illinois; born in Mayfield Heights, Cuyahoga County, Ohio, October 4, 1986; graduated Neuqua Valley High School, Naperville, Ill., 2004; B.S.N., University of Michigan, Ann Arbor, Mich., 2008; M.S.N./M.P.H., Johns Hopkins University, Baltimore, Md., 2009; nurse; professor; senior advisor, United States Department of Health and Human Services, 2014-2017; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
P000610,Stacey,Plaskett,1966-05-13,Democrat,VI,"A Delegate from the Virgin Islands; born in New York, Kings County, New York, May 13, 1966; graduated from Choate Rosemary Hall, Wallingford, Conn., 1984; B.S.F.S., Georgetown University, Washington, D.C., 1988; J.D., American University, Washington, D.C., 1994; lawyer, private practice; professional advocate; staff, United States Delegate Ron de Lugo of the Virgin Islands; Bronx County, N.Y., assistant district attorney, 1994-1997; staff, House Committee on Ethics; staff, United States Department of Justice, 2002-2004; general counsel, Virgin Islands economic development authority, 2007-2014; unsuccessful candidate for nomination to the United States House of Representatives in 2012; elected as a Democrat to the One Hundred Fourteenth and to the three succeeding Congresses (January 3, 2015-present); one of the managers appointed by the House of Representatives in 2021 to conduct the impeachment proceedings of Donald J. Trump, President of the United States."
F000471,Scott,Fitzgerald,1963-11-16,Republican,WI,"a Representative from Wisconsin; born in Chicago, Cook County, Ill., November 16, 1963; graduated from Hustisford High School, Hustisford, Wis., 1981; B.S., University of Wisconsin, Oshkosh, Wis., 1985; United States Army Reserve, 1981-2009; newspaper publisher; member of the Wisconsin state senate, 1995-2020, majority leader, 2004, 2011-2012, 2013-2020; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021 &ndash; present)."
L000564,Doug,Lamborn,1954-05-24,Republican,CO,"a Representative from Colorado; born in Leavenworth, Leavenworth County, Kans., May 24, 1954; graduated from Lansing High School, Lansing, Kans. 1972; B.S., University of Kansas, Lawrence, Kans., 1978; J.D., University of Kansas, Lawrence, Kans., 1985; lawyer, private practice; member of the Colorado state house of representatives, 1995-1998, majority whip, 1997-1998; member of the Colorado state senate, 1998-2006, president pro tempore, 1999-2000; elected as a Republican to the One Hundred Tenth and to the seven succeeding Congresses (January 3, 2007-present)."
G000589,Lance,Gooden,1982-12-01,Republican,TX,"a Representative from Texas; born in Nashville, Davidson County, Tenn., December 1, 1982; graduated from Terrell High School, Terrell, Tex., 2001; B.A., University of Texas, Austin, Tex., 2004; B.B.A., University of Texas, Austin, Tex., 2004; insurance consultant; member of the Texas state house of representatives, 2011-2015, 2017-2019; elected as a Republican to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
E000297,Adriano,Espaillat,1954,Democrat,NY,"A Representative from New York; born in Santiago, Dominican Republic, September 27, 1954; graduated from Bishop Dubois High School, New York City, N.Y., 1974; B.S., Queens College, New York City, N.Y., 1979; attended New York University, New York City, N.Y; attended Rutgers University, New Brunswick, N.J.; coordinator, New York City Criminal Justice Agency, 1980-1988; director, Washington Heights, N.Y., victim services community office, 1992-1994; director, Project Right Start, 1994-1996; member of the New York state assembly, 1996-2010; member of the New York state senate, 2010-2016; unsuccessful candidate for nomination to the One Hundred Thirteenth Congress in 2012 and the One Hundred Fourteenth Congress in 2014; elected as a Democrat to the One Hundred Fifteenth and to the two succeeding Congresses (January 3, 2017-present)."
V000130,Juan,Vargas,1961-03-07,Democrat,CA,"a Representative from California; born in National City, San Diego County, Calif., March 7, 1961; B.A., University of San Diego, San Diego, Calif., 1983; M.A., Fordham University, Bronx, N.Y., 1987; J.D., Harvard University, Cambridge, Mass., 1991; lawyer; business executive; member of the San Diego, Calif., city council, 1993-2000; member of the California state assembly, 2000-2006; member of the California state senate, 2010-2012; unsuccessful candidate for nomination to the One Hundred Third Congress in 1993, One Hundred Fifth Congress in 1996, and One Hundred Tenth Congress in 2006; elected as a Democrat to the One Hundred Thirteenth and to the four succeeding Congresses (January 3, 2013-present)."
H001074,Joseph,Hollingsworth,1983,Republican,IN,"A Representative from Indiana; born in Clinton, Anderson County, Tenn., September 12, 1983; graduated from Webb School, Knoxville, Tenn.; B.S.E., Wharton School of the University of Pennsylvania, Philadelphia, Penn., 2004; M.P.P., Georgetown University, Washington, D.C., 2014; entrepreneur; elected as a Republican to the One Hundred Fifteenth and to the two succeeding Congresses (January 3, 2017-present)."
P000597,Chellie,Pingree,1955-04-02,Democrat,ME,"A Representative from Maine; born in Minneapolis, Hennepin County, Minn., April 2, 1955; attended University of Southern Maine, Portland, Maine, 1973; B.A., College of the Atlantic, Bar Harbor, Maine, 1979; farmer; businesswoman; member of the North Haven (Maine) board of assessors, 1981-1987, chairwoman, 1982-1983; member of the North Haven (Maine) planning board, 1981-1991; member of the Maine state senate, 1992-2000, majority leader, 1996-2000; unsuccessful candidate for election to the United States Senate in 2002; elected as a Democrat to the One Hundred Eleventh and to the six succeeding Congresses (January 3, 2009-present)."
N000190,Ralph,Norman,1953-06-20,Republican,SC,"A Representative from South Carolina; born in Rock Hill, York County, S.C., June 20, 1953; graduated from Rock Hill High School, Rock Hill, S.C., 1971; B.S., Presbyterian College, Clinton, S.C., 1975; real estate developer; member of the South Carolina state house of representatives, 2005-2006, 2009-2017; elected as a Republican to the One Hundred Fifteenth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Mick Mulvaney, and reelected to the two succeeding Congresses (June 20, 2017-present)."
D000617,Suzan,Delbene,1962-02-17,Democrat,WA,"a Representative from Washington; born in Selma, Dallas County, Ala., February 17, 1962; graduated from The Choate School, Wallingford, Conn., 1979; B.A., Reed College, Portland, Oreg., 1983; M.B.A., University of Washington, Seattle, Wash., 1990; business executive; unsuccessful candidate for election to the One Hundred Twelfth Congress in 2010; director, Washington state department of revenue, 2010-2012; elected simultaneously as a Democrat to the One Hundred Twelfth and One Hundred Thirteenth Congresses, by special election, to fill the vacancy caused by the resignation of United States Representative Jay Inslee, and reelected to the four succeeding Congresses (November 6, 2012-present)."
L000266,Jake,LaTurner,1988-02-17,Republican,KS,"a Representative from Kansas; born in Galena, Cherokee County, Kans., February 17, 1988; graduated from Galena High School, Galena, Kans.; B.A., Pittsburg State University, Pittsburg, Kans.; customer service representative; staff, United States Representative Lynn Jenkins, 2009-2012; member of the Kansas state senate, 2013-2017; Kansas state treasurer, 2017-2020; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021 &ndash; Present)."
H001058,Bill,Huizenga,1969-01-31,Republican,MI,"A Representative from Michigan; born in Zeeland, Ottawa County, Mich., January 31, 1969; graduated from Holland Christian High School, Holland, Mich., 1987; B.A., Calvin College, Grand Rapids, Mich., 1991; administrator; business owner; staff, United States Representative Peter Hoekstra of Michigan, 1996-2002; member of the Michigan state house of representatives, 2003-2008; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-present)."
T000481,Rashida,Tlaib,1976-07-24,Democrat,MI,"A Representative from Michigan; born in Detroit, Wayne County, Mich., July 24, 1976; graduated from Southwestern High School, Detroit, Mich., 1994; B.A., Wayne State University, Detroit, Mich., 1998; J.D., Western Michigan University, Lansing, Mich., 2004; lawyer; staff, Michigan state house of representatives, 2007-2008; member of the Michigan state house of representatives, 2009-2014; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
K000386,John,Katko,1962,Republican,NY,"a Representative from New York; born in Camillus, Onondaga County, N.Y., November 9, 1962; graduated from Bishop Ludden High School, Syracuse, N.Y., 1980; B.A., Niagara University, Lewiston, N.Y., 1984; J.D., Syracuse University, Syracuse, N.Y., 1988; lawyer, private practice; staff, United States Securities and Exchange Commission, 1991-1995; staff, United States Justice Department, 1995-2014; elected as a Republican to the One Hundred Fourteenth and to the three succeeding Congresses (January 3, 2015-present)."
E000215,Anna,Eshoo,1942-12-13,Democrat,CA,"a Representative from California; born in New Britain, Hartford County, Conn., December 13, 1942; A.A., Canada College, Redwood City, Calif., 1975; Democratic National Committeewoman from California, 1980-1992; chief of staff, speaker pro tempore of the California state assembly, 1981-1982; member of the San Mateo County, Calif., board of supervisors, 1983-1992, president, 1986; member, California Democratic state central executive committee; member of the Democratic National Commission on Presidential Nominations, 1982; unsuccessful candidate for election to the United States House of Representatives in 1988; elected as a Democrat to the One Hundred Third and to the fourteen succeeding Congresses (January 3, 1993-present)."
D000197,Diana,DeGette,1957-07-29,Democrat,CO,"a Representative from Colorado; born in Tachikawa, Japan, July 29, 1957; graduated from South High School, Denver, Colo., 1975; B.A., Colorado College, Colorado Springs, Colo., 1979; J.D., New York University, New York, N.Y., 1982; lawyer, private practice; deputy, appellate division, office of Colo. state public defender, 1982-1984; law journal editor; member of the Colorado state house of representatives, 1992-1996; elected as a Democrat to the One Hundred Fifth and to the twelve succeeding Congresses (January 3, 1997-present); one of the managers appointed by the House of Representatives in 2021 to conduct the impeachment proceedings of Donald J. Trump, President of the United States."
T000478,Claudia,Tenney,1961,Republican,NY,"A Representative from New York; born in New Hartford, Oneida County, N.Y., February 4, 1961; graduated from New Hartford High School, New Hartford, N.Y., 1979; B.A., Colgate University, Hamilton Township, N.Y., 1983; J.D., Cincinnati University, Cincinnati, Ohio, 1987; staff, consulate general of Yugoslavia; media owner; lawyer, private practice; member of the New York state assembly, 2011-2016; unsuccessful candidate for election to the One Hundred Fourteenth Congress in 2014; elected as a Republican to the One Hundred Fifteenth Congress (January 3, 2017-January 3, 2019); unsuccessful candidate for reelection to the One Hundred Sixteenth Congress in 2018; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021-present)."
D000482,Michael,Doyle,1953-08-05,Democrat,PA,"a Representative from Pennsylvania; born in Swissvale, Allegheny County, Pa., August 5, 1953; graduated from Swissvale Area High School, Swissvale, Pa., 1971; B.S., Pennsylvania State University, University Park, Pa., 1975; member of the Swissvale, Pa., borough council, 1977-1981; staff, Pennsylvania state senator Frank Pecora, 1979-1994; elected as a Democrat to the One Hundred Fourth and to the thirteen succeeding Congresses (January 3, 1995-present)."
C001109,Liz,Cheney,1966-07-28,Republican,WY,"(daughter of Richard Bruce Cheney) a Representative from Wyoming; born in Madison, Dane County, Wis., July 28, 1966; graduated from McLean High School, McLean, Va., 1984; B.A., Colorado College, Colorado Springs, Colo., 1988; J.D., University of Chicago Law School, Chicago, Ill., 1996; staff, United States Agency for International Development, 1989-1992; staff, United States Department of State, 1992; lawyer, private practice; lawyer, International Finance Corporation, 1999-2002; Deputy Assistant Secretary of State for Near Eastern Affairs, United States Department of State, 2002-2004; campaign staff, presidential campaign of George W. Bush, 2004; Principal Deputy Assistant Secretary of State for Near Eastern Affairs, United States Department of State, 2005-2009; nonprofit executive; television commentator; elected as a Republican to the One Hundred Fifteenth and to the two succeeding Congresses (January 3, 2017-present); chair, House Republican Conference (One Hundred Sixteenth and One Hundred Seventeenth Congresses)."
R000122,John,Reed,1949,Democrat,RI,"A Senator and a Representative from Rhode Island; born in Providence, R.I., November 12, 1949; attended St. Matthew's Elementary School, Cranston, R.I.; graduated, LaSalle Academy, Providence, R.I., 1967; B.S., United States Military Academy, West Point 1971; M.P.P., Kennedy School of Government, Harvard University 1973; J.D., Harvard Law School 1982; served in the U.S. Army 1971-1979 and Army Reserve 1979-1991; associate professor, Department of Social Sciences, U.S. Military Academy 1977-1979; admitted to the Washington, D.C. bar 1983; lawyer; member, Rhode Island State senate 1985-1990; elected as a Democrat to the One Hundred Second and to the two succeeding Congresses (January 3, 1991-January 2, 1997); was not a candidate for reelection to the House of Representatives in 1996, but was elected to the United States Senate in 1996; reelected in 2002, 2008, 2014, and again in 2020 for the term ending January 3, 2027; chair, Committee on Armed Services (One Hundred Seventeenth Congress)."
A000378,Cynthia,Axne,1965-04-20,Democrat,IA,"A Representative from Iowa; born in Grand Rapids, Kent County, Michigan, April 20, 1965; graduated from Valley High School, West Des Moines, Iowa; B.A., University of Iowa, Iowa City, Iowa, 1987; M.B.A., Northwestern University, Evanston, Ill., 2002; staff, Iowa department of natural resources; staff, Iowa department of management; staff, Iowa department of administrative services; journalist; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
P000145,Alejandro,Padilla,1973-03-22,Democrat,CA,"a Senator from California; born in Panorama City, Los Angeles County, Calif., March 22, 1973; graduated San Fernando High School, San Fernando, Calif., 1990; B.S., mechanical engineering, Massachusetts Institute of Technology, Cambridge, Mass., 1994; mechanical engineer; &nbsp;aide to California Senator Dianne Feinstein; political campaign manager; staff member for California State assemblyman Tony Cardenas; member of the Los Angeles, Calif., city council 1999-2006; president of the &nbsp;Los Angeles, Calif., city council 2001-2006; member of the California state senate 2006-2014; California secretary of state 2015-2021; appointed as a Democrat to the United States Senate on January 18, 2021, to fill the vacancy caused by the resignation of Kamala D. Harris, and took the oath of office on January 20, 2021."
M001188,Grace,Meng,1975,Democrat,NY,"a Representative from New York; born in Queens, Queens County, N.Y., October 1, 1975; graduated from Stuyvesant High School, New York, N.Y., 1993; A.B., University of Michigan, Ann Arbor, Mich., 1997; J.D., Yeshiva University, New York City, N.Y., 2002; lawyer, private practice; member of the New York state assembly, 2009-2012; elected as a Democrat to the One Hundred Thirteenth and to the four succeeding Congresses (January 3, 2013-present)."
R000579,Patrick,Ryan,1982-03-28,Democrat,NY,"a Representative from New York; born in Kingston, Ulster County, N.Y., March 28, 1982; graduated from Kingston High School, Kingston, N.Y., 2000; B.S., United States Military Academy, West Point, N.Y., 2004; M.A., Georgetown University, Washington, D.C., 2013; United States Army, 2004-2009; business executive; business owner; unsuccessful candidate for nomination to the One Hundred Sixteenth Congress in 2018; Ulster County, N.Y., county executive, 2019-2022; elected as a Democrat to the One Hundred Seventeenth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Antonio Delgado (August 23, 2022 &ndash; present)."
M001183,Joe,Manchin,1947,Democrat,WV,"A Senator from West Virginia; born August 24, 1947, in Farmington, Marion County, West Virginia; graduated Farmington High School, Farmington, WV, 1965; B.A., West Virginia University, 1970; businessman; member of the West Virginia house of delegates 1982-1986; member of the West Virginia state senate 1986-1996; unsuccessful candidate for the Democratic gubernatorial nomination in 1996; Secretary of State, West Virginia 2000-2004; elected governor of West Virginia in 2004 and reelected in 2008; chairman of the National Governors Association 2010; elected as a Democrat to the U.S. Senate in a special election on November 2, 2010, to fill the vacancy caused by the death of Robert C. Byrd, a seat subsequently held by appointed senator Carte Goodwin, and took the oath of office on November 15, 2010; reelected in 2012, and again in 2018 for the term ending January 3, 2025; vice-chair, Democratic Policy and Communications Committee (2017-); chair, Committee on Energy and Natural Resources (One Hundred Seventeenth Congress)."
M001212,Barry,Moore,1966-09-26,Republican,AL,"a Representative from Alabama; born on September 26, 1966; graduated from Enterprise High School, Enterprise, Ala., 1984; A.S., Enterprise State Junior College, Enterprise, Ala., 1988; attended Troy State University, Troy, Ala.; B.S., Auburn University, Auburn, Ala., 1992; Alabama Army National Guard; &nbsp;entrepreneur; business owner; sales representative; member of the Alabama house of representatives, 2010&ndash;2018; Delegate, Republican National Convention, 2016; unsuccessful candidate for nomination to the One Hundred Sixteenth Congress in 2018; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
C001047,Shelley,Capito,1953,Republican,WV,"(Daughter of Arch Alfred Moore, Jr.), a Senator and a Representative from West Virginia; born in Glendale, Marshall County, W.Va., November 26, 1953; B.S., Duke University, Durham, N.C., 1975; M.Ed., University of Virginia, Charlottesville, Va., 1976; college counselor; member, West Virginia state house of representatives, 1997-2001; elected as a Republican to the One Hundred Seventh and to the six succeeding Congresses (January 3, 2001-January 3, 2015); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2014; reelected in 2020 for the term ending January 3, 2027."
O000171,Thomas,O'halleran,1946-01-24,Democrat,AZ,"a Representative from Arizona; born in Chicago, Cook County, Ill., January 24, 1946; graduated from St. Mel High School, Chicago, Ill., 1964; attended Lewis University, Romeoville, Ill., 1965-1966; attended DePaul University, Chicago, Ill., 1991-1992; police officer, Chicago, Ill., 1966-1979; bond trader; business owner; member of the Arizona state house of representatives, 2001-2007; member of the Arizona state senate, 2007-2009; elected as a Democrat to the One Hundred Fifteenth and to the two succeeding Congresses (January 3, 2017-present)."
W000779,Ronald,Wyden,1949,Democrat,OR,"A Senator and a Representative from Oregon; born in Wichita, Sedgwick County, Kans., May 3, 1949; attended the public schools of Palo Alto, Calif.; A.B., Stanford University 1971; J.D., University of Oregon Law School in Eugene 1974; director, Oregon Legal Services for the Elderly 1977-1979; public member, Oregon State Board of Examiners of Nursing Home Administrators 1977-1979; elected as a Democrat to the Ninety-seventh and to the seven succeeding Congresses, and served from January 3, 1981, to February 5, 1996, when he resigned, having been elected to the Senate; elected to the Senate in a special election on January 30, 1996, to fill the unexpired portion of the term ending January 3, 1999, left vacant by the resignation of Robert W. Packwood, and began service on February 5, 1996; reelected in 1998, 2004, 2010, and again in 2016 for the term ending January 3, 2023; chair, Committee on Energy and Natural Resources (One Hundred Thirteenth Congress [January 3, 2013-February 12, 2014]), Committee on Finance (One Hundred Thirteenth Congress [February 12, 2014-January 3, 2015], One Hundred Seventeenth Congress)."
A000148,Jake,Auchincloss,1988-01-29,Democrat,MA,"a Representative from Massachusetts; born in Boston, Suffolk County, Mass., on January 29, 1988; graduated from Newton North High School, Newton, Mass., 2006; A.B., Harvard University, Cambridge, Mass., 2010; M.B.A., Massachusetts Institute of Technology, Cambridge, Mass., 2016; United States Marine Corps, 2010-2015; member of the Newton, Mass., city council, 2016-2020; business professional; elected as a Democrat to the One Hundred Seventeenth Congress (January 3, 2021-present)."
B001296,Brendan,Boyle,1977-02-06,Democrat,PA,"a Representative from Pennsylvania; born in Philadelphia, Philadelphia County, Pa., on February 6, 1977; graduated from Cardinal Dougherty High School, Philadelphia, Pa., 1995; B.A., University of Notre Dame, Notre Dame, Ind., 1999; M.P.P., Harvard University Kennedy School of Government, Cambridge, Mass., 2005; radio broadcaster; management consultant; adjunct professor, Drexel University, Philadelphia, Pa.; member of the Pennsylvania state house of representatives, 2008-2014; elected as a Democrat to the One Hundred Fourteenth and to the three succeeding Congresses (January 3, 2015-present)."
M001204,Dan,Meuser,1964-02-10,Republican,PA,"a Representative from Pennsylvania; born on February 10, 1964; graduated from Babylon High School, Babylon, N.Y. 1982; attended New York Maritime University (now SUNY Maritime College), Bronx, N.Y.; graduated from Cornell University, Ithaca, N.Y., 1988; entrepreneur; business executive; unsuccessful candidate for nomination to the One Hundred Eleventh Congress in 2008; Pennsylvania state secretary of revenue, 2011-2015; elected as a Republican to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
C001051,John,Carter,1941-11-06,Republican,TX,"A Representative from Texas; born in Houston, Harris County, Tex., November 6, 1941; graduated from Bellaire High School, Houston, Tex., 1960; B.A., Texas Tech University, Lubbock, Tex., 1964; J.D., University of Texas Law School, Austin, Tex., 1969; lawyer, private practice; judge, District Court of Williamson County, Tex., 1982-2001; elected as a Republican to the One Hundred Eighth and to the nine succeeding Congresses (January 3, 2003-present)."
H001053,Vicky,Hartzler,1960,Republican,MO,"a Representative from Missouri; born in Harrisonville, Cass County, Mo., October 13, 1960; graduated from Archie High School, Archie, Mo., 1979; B.S., University of Missouri, Columbia, Mo., 1983; M.S., University of Central Missouri, Warrensburg, Mo., 1992; teacher; farmer; business owner; member of the Missouri state house of representatives, 1995-2001; chairperson, Missouri Women's Council, 2005; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-present)."
C001114,John,Curtis,1960-05-10,Republican,UT,"A Representative from Utah; born in Ogden, Weber County, Utah, May 10, 1960; graduated from Skyline High School, Salt Lake City, Utah, 1978; attended University of Utah, Salt Lake City, Utah, 1979; B.S., Brigham Young University, Provo, Utah, 1985; sales representative; business executive; unsuccessful candidate for Utah state senate in 2000; unsuccessful candidate for Utah state house of representatives in 2007; Mayor of Provo, Utah, 2009-2017; elected as a Republican to the One Hundred Fifteenth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Jason Chaffetz, and reelected to the two succeeding Congresses (November 7, 2017-present)."
M001195,Alex,Mooney,1971-06-07,Republican,WV,"<p>A Representative from West Virginia; born in Washington, D.C., June 7, 1971; graduated from Frederick High School, Frederick, Md.; A.B., Dartmouth College, Hanover, N.H., 1993; unsuccessful candidate for the New Hampshire state house of representatives, 1992; staff, United States Representative Roscoe Gardner Bartlett of Maryland, 1993-1995; staff, House Republican Conference, 1995; member of the Maryland state senate, 1999-2010; chairman, Maryland Republican Party, 2010-2013; member, Republican National Committee, 2011-2013; elected as a Republican to the One Hundred Fourteenth and to the three succeeding Congresses (January 3, 2015-present).</p>"
S001156,Linda,Sánchez,1969-01-28,Democrat,CA,"a Representative from California; born in Orange, Orange County, Calif., January 28, 1969; B.A., University of California, Berkeley, Calif., 1991; J.D., University of California, Los Angeles, Calif., 1995; lawyer, private practice; executive secretary and treasurer of Orange County, Calif., AFL-CIO, 2000-2002; elected as a Democrat to the One Hundred Eighth and to the nine succeeding Congresses (January 3, 2003-present)."
B000444,Joseph,Biden,1942-11-20,Democrat,US,"A Senator from Delaware and a Vice President of the United States; born in Scranton, Lackawanna County, Pa., November 20, 1942; educated at St. Helena's School, Wilmington, Del., and Archmere Academy, Claymont, Del.; graduated, University of Delaware, Newark, 1965, and Syracuse (N.Y.) University College of Law 1968; admitted to the Delaware bar in 1969 and commenced practice in Wilmington; served on the New Castle County Council 1970-1972; elected as a Democrat to the United States Senate in 1972 and reelected in 1978, 1984, 1990, 1996, 2002, and again in 2008 and served from January 3, 1973, until January 15, 2009, when he resigned to become Vice President; chair, Committee on the Judiciary (One Hundredth through One Hundred Third Congresses), Committee on Foreign Relations (One Hundred Seventh Congress [January 3-20, 2001; June 6, 2001-January 3, 2003], One Hundred Tenth Congress); was an unsuccessful candidate for the Democratic nomination for president in 2008, but was elected Vice President of the United States on the Democratic ticket headed by Barack Obama in 2008; reelected in 2012, and served from January 20, 2009, until January 20, 2017; elected as the 46th President of the United States on November 3, 2020; and was inaugurated on January 20, 2021."
B001310,Michael,Braun,1954,Republican,IN,"A Senator from Indiana; born in Jasper, Ind., March 24, 1954; graduated Jasper High School, 1972; B.A., economics, Wabash College, 1976; M.B.A., Harvard Business School, 1978; company founder and chief executive officer; member of the Indiana house of representatives 2014-2017; elected as a Republican to the United States Senate in 2018 for the term ending January 3, 2025."
S001204,Michael,San Nicolas,1981,Democrat,GU,"a Delegate from Guam; born in Talofofo, Guam, January 30, 1981; attended Father Duenas Memorial High School, Chalan Pago Ordot, Guam; attended John F. Kennedy High School, Tamuning, Guam; graduated from Southern High School, Santa Rita, Guam, 1998; B.A., University of Guam, Mangilao, Guam, 2004; staff, Guam territorial senate; investment banker; high school teacher; member of the Guam territorial senate, 2013-2018; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
D000630,Antonio,Delgado,1977,Democrat,NY,"a Representative from New York; born in Schenectady, Schenectady County, N.Y., January 28, 1977; graduated from Notre Dame-Bishop Gibbons High School, Schenectady, N.Y., 1995; B.A., Colgate University, Hamilton, N.Y., 1999; Rhodes Scholar, M.A., Oxford University, Oxford, England, 2001; J.D., Harvard University, Cambridge, Mass., 2005; musician; lawyer, private practice; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress until his resignation on May 25, 2022 (January 3, 2019-May 25, 2022); lieutenant governor of New York, 2022-present."
H001090,Josh,Harder,1986-08-01,Democrat,CA,"a Representative from California; born in Turlock, Stanislaus County, Calif., August 1, 1986; graduated from Modesto Public High School, Modesto, Calif.; B.A., Stanford University, Stanford, Calif., 2008; M.B.A., Harvard University, Cambridge, Mass., 2014; M.P.P., Harvard University, Cambridge, Mass., 2014; entrepreneur; consultant; professor; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
M000194,Nancy,Mace,1977-12-04,Republican,SC,"a Representative from South Carolina; born in Fayetteville, Cumberland County, N.C., December 4, 1977; graduated from Stratford High School, Goose Creek, S.C., 1995; attended Trident Technical College, Charleston, S.C.; B.A., The Citadel, The Military College of South Carolina, Charleston, S.C., 1999; M.S., University of Georgia, Athens, Ga., 2004; author; public relations consultant; real estate broker; unsuccessful candidate for nomination for United States Senate for the One Hundred Fourteenth Congress in 2014; presidential campaign aide; member of the South Carolina state house of representatives, 2018-2020; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021 &ndash; Present)."
